dim_product_eurocategory_desc,dim_period_year_desc,dim_market_channel_desc,dim_product_super_group_desc,dim_roi_range_desc,value,baseline_value,trade_spend_total,trade_spend_incl_cogs,number_of_tpr_weeks,number_of_display_weeks,number_of_feature_weeks,number_of_event_weeks,mfr_roi_value,trade_direct_promo_spend,number_of_weeks,number_of_records,PPI,BP,FEDI,DISO,FEAO
CHILLED DESSERTS,2013,Hyper+Super Markets,FOOD - PERISHABLE,0-1,23339410.68,18707023.24,7689915.266,2562701.93,90765,7706,14669,91255,-1283160.442,5127213.337,91255,29223,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2013,Hyper+Super Markets,FOOD - PERISHABLE,<0,80206.381,99200.393,9630.730555,-2589.274686,539,61,89,642,-16103.91727,12220.00524,642,625,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2013,Hyper+Super Markets,FOOD - PERISHABLE,>1,19555376.12,9380956.89,8618236.401,3902530.783,62207,9615,15162,62551,1138090.557,4715705.618,62551,25948,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2014,Hyper+Super Markets,FOOD - PERISHABLE,,114769843.2,113208712.9,765488.3842,765488.3842,0,0,0,0,0,0,1002677,18976,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2014,Hyper+Super Markets,FOOD - PERISHABLE,0-1,25809088.46,20836158.33,8510817.519,2820999.614,106579,7735,15257,107025,-1458318.483,5689817.905,107025,30342,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2014,Hyper+Super Markets,FOOD - PERISHABLE,<0,96128.371,119361.632,11845.84336,-3134.574535,554,66,98,677,-19682.2797,14980.4179,677,656,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2014,Hyper+Super Markets,FOOD - PERISHABLE,>1,19601557.21,9339387.554,8733484.475,3954606.983,70772,10276,16596,71112,1153032.982,4778877.492,71112,27379,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2015,Hyper+Super Markets,FOOD - PERISHABLE,,118684370.3,116939410.4,860008.7829,860008.7829,0,0,0,0,0,0,1072648,20919,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2015,Hyper+Super Markets,FOOD - PERISHABLE,0-1,29778745.33,24367233.4,9480436.06,3100295.494,123529,7969,17018,123977,-1729697.324,6380140.566,123977,33550,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2015,Hyper+Super Markets,FOOD - PERISHABLE,<0,81375.611,101713.426,9522.669345,-2943.376016,534,80,88,653,-16881.10938,12466.04536,653,634,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHILLED DESSERTS,2015,Hyper+Super Markets,FOOD - PERISHABLE,>1,21458093.34,10241862.17,9639634.842,4349665.003,78704,10961,18220,79122,1234527.665,5289969.839,79122,29630,-1.992858619,-1.390316166,0.430158502,0.280729185,0.25306634
CHOCOLATE,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,,661896302,632331431,9360088.991,9360088.991,0,0,0,0,0,0,5349237,135653,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,47516248.85,37237645.62,17215565.9,5776111.624,140333,24289,15410,144106,-2775286.836,11439454.27,144106,81055,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,849459.804,1141074.987,91997.2678,-49117.17054,3399,530,305,3911,-214790.1941,141114.4383,3911,3772,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2013,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,164728383.9,65818211.19,73612260.35,35492737.86,223582,60618,56022,227775,15119584.3,38119522.49,227775,119831,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,,678472281.9,646250223.3,10420841.92,10420841.92,0,0,0,0,0,0,5755539,146535,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,53973914.84,42386138.83,19927517.76,6646486.321,174626,28504,16648,178160,-3311301.955,13281031.44,178160,95016,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,1103248.058,1474835.381,130000.8619,-59220.6819,4052,619,322,4664,-278052.5667,189221.5438,4664,4450,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2014,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,194038360.7,75852755.77,85946226.11,41880287.31,255130,66343,61271,259433,18754492.16,44065938.8,259433,131580,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,,735204517.6,695120564,12544413.61,12544413.61,0,0,0,0,0,0,6525712,165683,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,0-1,63115100.8,49826954.02,22790070.2,7571627.916,193468,30740,20398,197434,-3861000.41,15218442.28,197434,104368,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,<0,898774.52,1195521.452,100662.1263,-47793.21981,3558,666,327,4245,-220145.1759,148455.3462,4245,4075,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE,2015,Hyper+Super Markets,CONFECTIONERY & SNACKS,>1,177760157.1,71500824.26,79109262.35,38092453.45,269072,68895,67181,274633,16121871.27,41016808.9,274633,137254,-2.422411169,-1.519921842,0.506054433,0.266685845,0.322739199
CHOCOLATE DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,50904529.07,50882715.7,100105.7016,100105.7016,0,0,0,0,0,0,353815,5624,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,3701151.396,3094557.109,1013966.01,318039.2812,8483,1082,1654,8602,-218867.8072,695926.7291,8602,4273,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,35099.122,48845.604,3086.569383,-2612.882582,143,25,15,169,-9618.775839,5699.451966,169,164,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,7416974.561,3076256.927,3358699.454,1576004.106,8018,2108,2653,8111,581310.8107,1782695.348,8111,4338,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,48824217.53,49073788.11,34377.58533,34377.58533,0,0,0,0,0,0,368691,6142,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,3914274.573,3318472.294,1033859.487,316985.1872,10228,1041,1616,10331,-241396.5187,716874.2996,10331,4821,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,32507.32,44507.271,3299.223684,-2300.623821,142,21,21,169,-9050.783237,5599.847505,169,166,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,7109852.305,2933286.305,3261706.299,1525996.933,9233,2216,2651,9334,553286.0349,1735709.365,9334,4978,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,46827314.46,46880367.2,82992.03413,82992.03413,0,0,0,0,0,0,388892,6383,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,4348340.239,3644956.378,1182436.897,370783.1345,11288,1156,1876,11392,-255479.0603,811653.7621,11392,5058,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,29756.69,42387.403,3017.339752,-2245.54782,117,27,21,153,-8631.209302,5262.887572,153,151,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CHOCOLATE DRINKS,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,7716106.003,3347799.862,3385915.681,1584228.948,10074,2339,3042,10168,574656.6892,1801686.733,10168,5259,-2.495761435,-1.636254032,0.476478013,0.255249406,0.327950078
CIDER,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,1117243.786,1109584.007,5253.850357,5253.850357,0,0,0,0,0,0,22971,345,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,93418.706,79774.151,25111.49846,8011.175199,856,88,97,872,-5083.560466,17100.32326,872,374,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,1606.797,1990.176,165.9562959,-59.60973356,17,4,1,21,-314.9806298,225.5660295,21,20,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2013,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,207911.789,91840.494,88786.08249,42235.14968,1074,208,224,1093,16801.79172,46550.9328,1093,495,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,512269.152,511065.077,1858.287613,1858.287613,0,0,0,0,0,0,20035,275,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,26786.073,22279.974,10068.48464,3230.990957,520,17,39,527,-1991.007246,6837.493682,527,232,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,<0,281.987,369.916,21.20276145,-13.5070468,5,1,0,6,-54.97037845,34.70980825,6,6,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2014,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,48999.414,26007.56,17470.10666,8371.233393,488,37,45,500,3457.976822,9098.873267,500,236,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,,283742.53,283915.425,485.4345171,485.4345171,0,0,0,0,0,0,8977,121,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,0-1,10336.311,8607.281,3239.356257,1077.868776,119,1,0,119,-544.6843159,2161.48748,119,67,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CIDER,2015,Hyper+Super Markets,BEVERAGES - ALCOHOLIC,>1,17562.756,9053.945,7322.794559,3334.251805,152,7,2,155,1012.834954,3988.542754,155,75,-1.15570972,-1.083435332,1.581784304,0.04385499,0.512818061
CLEANING CLOTHS,2013,Hyper+Super Markets,HOMECARE,,77355466.24,76751350.93,344354.5288,344354.5288,0,0,0,0,0,0,1203961,19892,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2013,Hyper+Super Markets,HOMECARE,0-1,10022390.04,7739375.518,3935107.616,1333913.789,42651,3486,4955,43134,-600323.1427,2601193.827,43134,18521,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2013,Hyper+Super Markets,HOMECARE,<0,101421.95,166918.124,7219.029413,-12086.80286,412,71,66,497,-37436.03658,19305.83228,497,479,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2013,Hyper+Super Markets,HOMECARE,>1,13814736.66,5474034.775,6937337.403,3214048.567,35941,5832,5977,36425,1097784.014,3723288.836,36425,17555,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2014,Hyper+Super Markets,HOMECARE,,76664651.85,75878750.07,407090.8593,407090.8593,0,0,0,0,0,0,1256437,20950,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2014,Hyper+Super Markets,HOMECARE,0-1,10612577.68,8339623.658,3965179.653,1328187.946,48570,3457,4694,48974,-644709.7866,2636991.706,48974,19976,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2014,Hyper+Super Markets,HOMECARE,<0,114466.126,176218.65,7855.629999,-11366.06222,471,74,50,558,-36270.78554,19221.69222,558,540,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2014,Hyper+Super Markets,HOMECARE,>1,13672105.79,5593888.954,6903632.409,3157983.586,37799,5872,5828,38213,991326.5569,3745648.823,38213,17982,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2015,Hyper+Super Markets,HOMECARE,,78736434.82,77346558.98,562947.4615,562947.4615,0,0,0,0,0,0,1269356,21237,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2015,Hyper+Super Markets,HOMECARE,0-1,10814266.98,8286392.935,4254065.372,1447428.825,45438,3624,4516,45829,-635493.309,2806636.547,45829,18800,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2015,Hyper+Super Markets,HOMECARE,<0,94497.273,138701.44,7694.050573,-8244.63178,375,67,55,460,-28305.63002,15938.68235,460,443,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANING CLOTHS,2015,Hyper+Super Markets,HOMECARE,>1,12862537.17,5272099.639,6395370.655,2931888.308,36170,6147,5800,36660,934350.1145,3463482.347,36660,17251,-1.762641021,-1.256065659,0.470785791,0.324146544,0.230388913
CLEANSERS FACE,2013,Hyper+Super Markets,HBA,,30399611.24,29538577.15,290800.1578,290800.1578,0,0,0,0,0,0,1027456,15356,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2013,Hyper+Super Markets,HBA,0-1,3131147.418,2600658.028,895137.5656,287139.658,30510,3881,6586,31182,-177288.4206,607997.9076,31182,15945,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2013,Hyper+Super Markets,HBA,<0,48348.197,60654.518,5583.590401,-1698.803322,899,79,111,1012,-9830.598706,7282.393723,1012,969,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2013,Hyper+Super Markets,HBA,>1,4084243.769,1987333.529,1597690.128,755000.5823,36644,6369,9010,37223,289811.328,842689.5455,37223,18198,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2014,Hyper+Super Markets,HBA,,29311663.86,29014261.89,152008.7607,152008.7607,0,0,0,0,0,0,1034291,15892,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2014,Hyper+Super Markets,HBA,0-1,3348710.303,2793497.139,958912.8598,308334.5629,33040,3410,5800,33612,-188076.4525,650578.2969,33612,16139,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2014,Hyper+Super Markets,HBA,<0,44026.11,55773.77,4793.050481,-1697.52638,804,66,83,885,-9036.86643,6490.576861,885,858,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2014,Hyper+Super Markets,HBA,>1,4513875.408,2231230.463,1795880.319,836229.1159,38936,5886,8863,39489,294692.4713,959651.2026,39489,18706,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2015,Hyper+Super Markets,HBA,,29352911.01,29021262.15,163665.3743,163665.3743,0,0,0,0,0,0,1055624,16304,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2015,Hyper+Super Markets,HBA,0-1,4024098.164,3304108.902,1221289.58,397994.0313,35225,4370,5392,35800,-226304.502,823295.549,35800,16219,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2015,Hyper+Super Markets,HBA,<0,39085.449,48662.606,4477.640081,-1345.140492,658,77,55,743,-7840.49131,5822.780573,743,716,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
CLEANSERS FACE,2015,Hyper+Super Markets,HBA,>1,4815615.258,2453697.216,1877038.991,869564.448,39991,6681,7912,40521,296872.1288,1007474.543,40521,18669,-1.36303014,-0.864463331,0.366279435,0.202937206,0.150860682
COFFEE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,590856369.5,598518869.7,-259620.6006,-259620.6006,0,0,0,0,0,0,2016365,38123,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,35902452.81,29094098.77,11960062.96,3894115.226,51760,5811,5167,52610,-2224774.899,8065947.739,52610,24279,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,923949.801,1670183.575,29905.95189,-150607.7506,719,131,86,852,-406425.3285,180513.7025,852,804,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,235248928.6,52964709.73,141275470.6,68075026.88,101049,26911,29522,102347,28912096.63,73200443.68,102347,48584,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,592754700,600912564.7,-408187.0193,-408187.0193,0,0,0,0,0,0,2132890,41238,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,36770105.36,28256440.08,13852381.32,4746467.137,57503,5903,5350,58333,-1986213.477,9105914.183,58333,26993,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,889653.388,1722718.944,-4918.926072,-175963.1486,795,160,99,957,-434988.9453,171044.2225,957,906,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,227825448.4,53572323.36,137336668.8,65683177.79,106582,27426,28720,107992,26871275.7,71653490.99,107992,50408,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,628872066.4,632862187.5,836518.1517,836518.1517,0,0,0,0,0,0,2318380,48457,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,36643941.24,29278818.24,12415446.49,4125329.272,66032,6740,4683,66909,-2102123.312,8290117.22,66909,29009,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,780307.812,1553127.225,-19190.72291,-165127.2564,940,178,93,1102,-393627.418,145936.5334,1102,1029,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,219643036.3,52653805.58,130520234.2,62631264.04,106766,26922,26962,108304,26057925.87,67888970.2,108304,50647,-3.792956454,-2.77729601,0.512960642,0.258834662,0.308985831
COFFEE SOLUBLE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,56697729.16,56565053.68,145501.0033,145501.0033,0,0,0,0,0,0,427805,5878,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,4946408.614,4129665.014,1328221.2,422572.4564,16151,1546,2851,16272,-271790.0593,905648.7439,16272,6785,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,28935.732,38560.453,2662.786052,-1678.321047,154,21,24,185,-6858.588669,4341.107099,185,181,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,6978668.16,3230952.791,2924564.916,1359787.721,15014,2988,4460,15105,474904.3854,1564777.195,15105,7121,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,55622960.42,55630113.94,113601.2759,113601.2759,0,0,0,0,0,0,423284,5797,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,5829290.716,4835207.897,1630311.765,523485.5579,18498,1424,3195,18642,-321597.87,1106826.207,18642,7332,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,22762.996,27679.661,2490.158493,-712.5977235,155,18,20,181,-4271.652801,3202.756216,181,179,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2014,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,6517241.573,3029819.684,2715638.724,1263187.915,14754,2652,4406,14863,442331.0628,1452450.809,14863,6940,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,54544673.15,54573387.67,109141.921,109141.921,0,0,0,0,0,0,411877,5683,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,5615406.714,4710114.739,1498641.489,475023.8007,17613,1530,2706,17746,-311081.9874,1023617.688,17746,6582,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,<0,27579.825,33553.056,3109.690728,-868.4541057,176,29,36,222,-5280.825992,3978.144833,222,215,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SOLUBLE,2015,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,>1,6280528.785,2913573.589,2662784.282,1229826.522,14144,3098,4269,14230,411782.024,1432957.76,14230,6517,-2.355107759,-1.420994067,0.508261618,0.260248756,0.209129434
COFFEE SUBSTITUTES,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,,19833114.02,19825522.67,38786.06276,38786.06276,0,0,0,0,0,0,258901,3948,-1.76151944,-1.214729441,0.308452197,0.230849049,0.134603743
COFFEE SUBSTITUTES,2013,Hyper+Super Markets,BEVERAGES - NON ALCOHOLIC,0-1,1797114.171,1483527.344,547388.1914,175926.7818,9068,704,1569,9129,-107571.237,371461.4096,9129,3949,-1.76151944,-1.214729441,0.308452197,0.230849049,0.134603743
